Time (ms),Current (pA) @ -135mV,Current (pA) @ -125mV,Current (pA) @ -115mV,Current (pA) @ -105mV,Current (pA) @ -95mV,Current (pA) @ -85mV,Current (pA) @ -75mV,Current (pA) @ -65mV,Current (pA) @ -55mV
26.60380592,-0.262239926,-0.313448256,-0.376079645,-0.181792673,-0.106165932,-1.698676613,-1.516129528,-1.316762454,-1.076886721
26.62075021,-0.262230341,-0.313432663,-0.376071415,-0.182763559,-0.108762593,-1.698659686,-1.51617445,-1.316563716,-1.065674619
26.63769449,-0.262214615,-0.31341707,-0.37606342,-0.18291782,-0.111114459,-1.698647833,-1.516216515,-1.316383477,-1.054375583
26.65463877,-0.262194555,-0.313401477,-0.376053853,-0.182914962,-0.113021123,-1.698640149,-1.516255714,-1.316220835,-1.043963104
26.67158306,-0.262171969,-0.313385884,-0.376040905,-0.182909061,-0.114282181,-1.698635731,-1.516292033,-1.316074885,-1.035410672
26.68852734,-0.262148665,-0.313370291,-0.376022771,-0.182900106,-0.114699884,-1.698633675,-1.516325461,-1.315944724,-1.029691778
26.70547162,-0.262126449,-0.313354698,-0.375997641,-0.182888086,-0.114694996,-1.698633077,-1.516355988,-1.315829447,-1.027767243
26.72241591,-0.26210713,-0.313339105,-0.374673923,-0.182872988,-0.11468285,-1.698708248,-1.516383601,-1.315728151,-1.02774081
26.73936019,-0.262092516,-0.313323521,-0.369518241,-0.182854801,-0.114665253,-1.699536136,-1.516408289,-1.315639933,-1.027721714
26.75630447,-0.262084413,-0.313309486,-0.361367804,-0.182833514,-0.114644014,-1.701118136,-1.51643004,-1.315563887,-1.027708128
26.77324876,-0.26221585,-0.313297516,-0.351196103,-0.182809115,-0.11462094,-1.70325384,-1.516448843,-1.315499111,-1.027698228
26.79019304,-0.263152059,-0.313286721,-0.339976628,-0.182781593,-0.114597838,-1.705742842,-1.516464687,-1.315444701,-1.027690186
26.80713732,-0.264816579,-0.313276207,-0.32868287,-0.182584691,-0.114576517,-1.708384738,-1.51647756,-1.315399753,-1.027682179
26.82408161,-0.267009005,-0.313265083,-0.318288319,-0.179263107,-0.114558783,-1.710979119,-1.51648745,-1.315363363,-1.027672381
26.84102589,-0.269528929,-0.313252455,-0.309766467,-0.172466981,-0.114546445,-1.71332558,-1.516494346,-1.315334627,-1.027658966
26.85797017,-0.272175947,-0.313237433,-0.304090804,-0.163169803,-0.11454131,-1.715223715,-1.516498236,-1.315312642,-1.027640109
26.87491446,-0.274749651,-0.313219122,-0.302217217,-0.152345064,-0.115309804,-1.716473117,-1.51649911,-1.315296503,-1.027613984
26.89185874,-0.277049635,-0.313196632,-0.302187673,-0.140966256,-0.117742768,-1.716877323,-1.516496954,-1.315285308,-1.026277679
26.90880302,-0.278875494,-0.313169069,-0.30216126,-0.130006867,-0.121462551,-1.716872307,-1.516491759,-1.315278151,-1.022150099
26.92574731,-0.280026821,-0.312723794,-0.302137966,-0.120440389,-0.12608089,-1.716860062,-1.516483512,-1.31527413,-1.015915688
26.94269159,-0.280327471,-0.311394057,-0.302117779,-0.113240314,-0.131209518,-1.716842395,-1.516472202,-1.31527234,-1.008276515
26.95963587,-0.280321423,-0.309390389,-0.302100689,-0.10938013,-0.136460173,-1.716821114,-1.516457818,-1.315271878,-0.999934647
26.97658016,-0.280308379,-0.306928577,-0.302086683,-0.108970908,-0.141444588,-1.716798025,-1.516440347,-1.315547432,-0.991592153
26.99352444,-0.280290145,-0.304224408,-0.302075751,-0.108942953,-0.1457745,-1.716774937,-1.516419779,-1.317411202,-0.983951101
27.01046872,-0.28026853,-0.301493669,-0.30206788,-0.108918123,-0.149061645,-1.716753658,-1.516396101,-1.320704173,-0.977713561
27.027413,-0.28024534,-0.298952147,-0.302063059,-0.108896407,-0.150917756,-1.716735995,-1.516369303,-1.325038082,-0.9735816
27.04435729,-0.280222384,-0.296815629,-0.302061277,-0.108877792,-0.151187538,-1.716723755,-1.516336192,-1.330024664,-0.972240279
27.06130157,-0.280201468,-0.295299903,-0.303224492,-0.108862267,-0.151179517,-1.716718746,-1.513957654,-1.335275654,-0.972214119
27.07824585,-0.280184402,-0.294620756,-0.306831208,-0.108849822,-0.151164963,-1.717885153,-1.507879229,-1.340402788,-0.972195203
27.09519014,-0.280172991,-0.294579121,-0.312330203,-0.108840443,-0.151145686,-1.721494694,-1.499074408,-1.345017801,-0.972181718
27.11213442,-0.280169945,-0.294552184,-0.319158701,-0.108834121,-0.151123492,-1.726995782,-1.48851668,-1.348732428,-0.972171848
27.1290787,-0.280691516,-0.294528255,-0.326753929,-0.108830843,-0.15110019,-1.733825642,-1.477179537,-1.351158406,-0.972163782
27.14602299,-0.282036263,-0.294507346,-0.334553111,-0.108918517,-0.151077586,-1.7414215,-1.46603647,-1.351919104,-0.972155704
27.16296727,-0.28400378,-0.294489469,-0.341993473,-0.109774055,-0.151057489,-1.749220581,-1.456060968,-1.351915587,-0.972145802
27.17991155,-0.286393659,-0.294474634,-0.34851224,-0.111377193,-0.151041706,-1.75666011,-1.448226523,-1.35190694,-0.972132261
27.19685584,-0.289005496,-0.294462854,-0.353546637,-0.113527525,-0.151032045,-1.763177313,-1.443506626,-1.351894067,-0.972113267
27.21380012,-0.291638883,-0.29445414,-0.356533891,-0.116024645,-0.151075276,-1.768209416,-1.442559271,-1.351877872,-0.972087007
27.2307444,-0.294093415,-0.294448504,-0.357110912,-0.118668146,-0.151827949,-1.771193642,-1.4425351,-1.351859259,-0.97116001
27.24768869,-0.296168685,-0.294445956,-0.357103723,-0.121257622,-0.153352199,-1.771768353,-1.442517701,-1.351839131,-0.968422651
27.26463297,-0.297664287,-0.294672515,-0.357089803,-0.123592668,-0.155447619,-1.771761154,-1.442505267,-1.351818392,-0.964318607
27.28157725,-0.298379816,-0.295740731,-0.357070959,-0.125472876,-0.157913803,-1.771747227,-1.44249599,-1.351797946,-0.959297842
27.29852154,-0.298412511,-0.297504688,-0.357048998,-0.126697841,-0.160550345,-1.771728377,-1.442488064,-1.351778697,-0.95381032
27.31546582,-0.298408723,-0.299763979,-0.35702573,-0.127074603,-0.163156839,-1.771706414,-1.44247968,-1.351761548,-0.948306005
27.3324101,-0.29840188,-0.302318198,-0.35700296,-0.127071014,-0.165532879,-1.771683145,-1.442469031,-1.351745948,-0.943234862
27.34935439,-0.298391976,-0.304966939,-0.356982497,-0.127062306,-0.167478057,-1.771660377,-1.442454308,-1.351730356,-0.939046856
27.36629867,-0.298379004,-0.307509795,-0.356966148,-0.127049384,-0.168791969,-1.771639919,-1.442433706,-1.351714763,-0.936191952
27.38324295,-0.298362959,-0.309746361,-0.356955721,-0.127033152,-0.169274207,-1.771623576,-1.442386727,-1.35169917,-0.935120112
27.40018724,-0.298343834,-0.311476231,-0.356971053,-0.127014513,-0.169271291,-1.771613158,-1.441670158,-1.351683577,-0.93509321
27.41713152,-0.298321622,-0.312498997,-0.357626133,-0.126994371,-0.169263148,-1.771646478,-1.4401256,-1.351667984,-0.935073667
27.4340758,-0.298296318,-0.312689467,-0.359074943,-0.12697363,-0.169250682,-1.7729346,-1.437968838,-1.351652391,-0.935059687
27.45102009,-0.298267915,-0.312682159,-0.361117077,-0.126953194,-0.169234798,-1.775784216,-1.435415662,-1.351636798,-0.935049474
27.46796437,-0.297702226,-0.312668148,-0.363552128,-0.126933966,-0.1692164,-1.77980706,-1.432681857,-1.351621205,-0.935041233
27.48490865,-0.294424852,-0.312649242,-0.366179691,-0.126916851,-0.16919639,-1.784614868,-1.42998321,-1.351605612,-0.935033166
27.50185294,-0.288808733,-0.312627247,-0.368799359,-0.126901254,-0.169175673,-1.789819376,-1.42753551,-1.351590835,-0.935023478
27.51879722,-0.281555939,-0.312603973,-0.371210725,-0.126885661,-0.169155153,-1.795032319,-1.425554542,-1.351578346,-0.935010374
27.5357415,-0.273368538,-0.312581225,-0.373213384,-0.126870068,-0.169135733,-1.799865432,-1.424256095,-1.351567333,-0.934992056
27.55268579,-0.264948598,-0.312560812,-0.37460693,-0.126854475,-0.169118318,-1.803930451,-1.423845559,-1.351556891,-0.93496673
27.56963007,-0.256998188,-0.312544542,-0.375190956,-0.126838882,-0.169102679,-1.806839111,-1.423818216,-1.351546118,-0.934586158
27.58657435,-0.250219376,-0.312534222,-0.375193744,-0.126823289,-0.169087086,-1.808203148,-1.423795909,-1.351534109,-0.933316027
27.60351864,-0.24531423,-0.312552766,-0.375182785,-0.126807696,-0.169071494,-1.808256669,-1.423777746,-1.351519961,-0.931355683
27.62046292,-0.24298482,-0.313221762,-0.375166047,-0.126792103,-0.169055901,-1.808252748,-1.423762836,-1.351502771,-0.928920913
27.6374072,-0.242864869,-0.314681363,-0.375145336,-0.126776511,-0.169040308,-1.808245743,-1.423750285,-1.351481634,-0.926227504
27.65435149,-0.242840636,-0.316731162,-0.375122462,-0.126760918,-0.169024715,-1.808235666,-1.423739202,-1.351455646,-0.923491243
27.67129577,-0.242820968,-0.319170754,-0.37509923,-0.126744482,-0.169009122,-1.808222528,-1.423728694,-1.351058848,-0.920927917
27.68824005,-0.242804952,-0.321799732,-0.37507745,-0.12672576,-0.168993529,-1.80820634,-1.423717869,-1.348889929,-0.918753314
27.70518434,-0.242791679,-0.324417689,-0.375058929,-0.126705574,-0.168977936,-1.808187115,-1.423705835,-1.34520101,-0.917183219
27.72212862,-0.242780239,-0.32682422,-0.375045473,-0.126684827,-0.168962343,-1.808164863,-1.423691699,-1.340442056,-0.916433421
27.7390729,-0.242769722,-0.328818919,-0.375038891,-0.126664424,-0.168947352,-1.808139596,-1.423676108,-1.335063031,-0.916376705
27.75601719,-0.242759217,-0.330201379,-0.375290511,-0.126645269,-0.168934616,-1.808111326,-1.423660515,-1.3295139,-0.916349541
27.77296147,-0.242747816,-0.330771194,-0.376388582,-0.126628264,-0.168923432,-1.807898023,-1.423644922,-1.324244627,-0.916325385
27.78990575,-0.242734606,-0.330774523,-0.37817484,-0.126614315,-0.168912908,-1.806820626,-1.423629329,-1.319705177,-0.916304247
27.80685004,-0.242719257,-0.330770214,-0.38044888,-0.126604324,-0.168902151,-1.805002504,-1.423613736,-1.316345514,-0.916286141
27.82379432,-0.242703664,-0.330762841,-0.383010295,-0.126599196,-0.16889027,-1.802659444,-1.423598143,-1.314615603,-0.916271076
27.8407386,-0.242688071,-0.330752402,-0.385658679,-0.12793706,-0.168876371,-1.800007233,-1.423582551,-1.314459979,-0.916259066
27.85768289,-0.242672478,-0.330738898,-0.388193627,-0.135585369,-0.168859564,-1.797261659,-1.423566958,-1.314438188,-0.91625012
27.87462717,-0.242656885,-0.330722329,-0.390414731,-0.148812547,-0.168838955,-1.794638508,-1.423551365,-1.314422602,-0.916244251
27.89157145,-0.242641292,-0.330702695,-0.392121586,-0.166241658,-0.168813652,-1.792353568,-1.423535772,-1.314411409,-0.91624147
27.90851574,-0.242625699,-0.330679996,-0.393113785,-0.186495767,-0.168663723,-1.790622626,-1.423521049,-1.314402793,-0.916421197
27.92546002,-0.242610106,-0.330654233,-0.393282321,-0.208197937,-0.167684855,-1.789661469,-1.42350858,-1.314394942,-0.917428785
27.9424043,-0.242594514,-0.330625405,-0.39327712,-0.229971232,-0.165940568,-1.789521809,-1.42349754,-1.314386042,-0.919147235
27.95934859,-0.242578921,-0.33002678,-0.393267068,-0.250438717,-0.163646648,-1.789499295,-1.423487037,-1.314374279,-0.921376141
27.97629287,-0.242563584,-0.327606328,-0.393253071,-0.268223454,-0.161018883,-1.78948314,-1.423476178,-1.314357838,-0.923915096
27.99323715,-0.242550361,-0.323731989,-0.393236031,-0.281948509,-0.158273059,-1.789471541,-1.423464072,-1.314334907,-0.926563695
28.01018144,-0.242538897,-0.318853728,-0.393216852,-0.290236946,-0.155624964,-1.789462695,-1.423449826,-1.313912913,-0.929121532
28.02712572,-0.2425283,-0.31342151,-0.393196438,-0.292066311,-0.153290384,-1.7894548,-1.423432547,-1.310861901,-0.931388199
28.04407,-0.242517676,-0.307885299,-0.393175694,-0.292059612,-0.151485107,-1.789446055,-1.423411344,-1.305413696,-0.933163292
28.06101429,-0.242506135,-0.302695059,-0.393155521,-0.292046067,-0.150424921,-1.789434656,-1.423385324,-1.298270368,-0.934246403
28.07795857,-0.242492783,-0.298300755,-0.393136826,-0.292027483,-0.150223667,-1.789418801,-1.423157818,-1.290133983,-0.934485125
28.09490285,-0.242476728,-0.295152352,-0.393120418,-0.292005668,-0.150195457,-1.789396687,-1.422060629,-1.281706611,-0.934478396
28.11184714,-0.242457078,-0.293699814,-0.393104825,-0.291982429,-0.150170252,-1.789139609,-1.420227763,-1.27369032,-0.934464828
28.12879142,-0.242432941,-0.293630256,-0.393089233,-0.291959573,-0.150148061,-1.786415059,-1.417875007,-1.266787179,-0.934446228
28.1457357,-0.242371305,-0.293609508,-0.39307364,-0.291938909,-0.150128897,-1.781211146,-1.415218147,-1.261699256,-0.934424404
28.16267999,-0.241600375,-0.293594708,-0.393058047,-0.291922244,-0.150112771,-1.774229939,-1.412472972,-1.259128619,-0.934401162
28.17962427,-0.240014074,-0.293584037,-0.393042454,-0.291911386,-0.150099695,-1.766173505,-1.409855268,-1.258933077,-0.934378312
28.19656855,-0.23782819,-0.293575675,-0.393026861,-0.292070519,-0.150089679,-1.757743914,-1.407580822,-1.258911406,-0.93435766
28.21351284,-0.23525851,-0.293567804,-0.393011268,-0.304512205,-0.150082737,-1.749643234,-1.405865422,-1.258895926,-0.934341014
28.23045712,-0.23252082,-0.293558604,-0.392995675,-0.335017118,-0.150078878,-1.742573533,-1.404924854,-1.258884817,-0.934330182
28.2474014,-0.229830909,-0.293546257,-0.392980082,-0.381121829,-0.15067283,-1.737236879,-1.4047961,-1.25887626,-0.934343614
28.26434569,-0.227404562,-0.293528944,-0.392964497,-0.440362912,-0.163921985,-1.734335342,-1.404773702,-1.258868433,-0.935523637
28.28128997,-0.225457567,-0.293504845,-0.392950489,-0.510276939,-0.192671373,-1.733994886,-1.404757588,-1.258859517,-0.938288899
28.29823425,-0.224205712,-0.292573617,-0.392938619,-0.588400484,-0.234397639,-1.733972898,-1.404745973,-1.258847691,-0.942251136
28.31517853,-0.223843591,-0.287874489,-0.392927967,-0.672270119,-0.286577426,-1.733957632,-1.404737072,-1.258831135,-0.947022083
28.33212282,-0.223814688,-0.280055203,-0.392917613,-0.759422418,-0.346687375,-1.733947094,-1.404729102,-1.25880803,-0.952213476
28.3490671,-0.223788786,-0.270089251,-0.392906636,-0.847393952,-0.412204132,-1.733939289,-1.404720277,-1.258343628,-0.957437049
28.36601138,-0.223765897,-0.258950123,-0.392894117,-0.933721296,-0.480604338,-1.733932222,-1.404708813,-1.255221424,-0.96230454
28.38295567,-0.223746031,-0.247611309,-0.392879135,-1.015941021,-0.549364638,-1.733923898,-1.404692925,-1.249720275,-0.966427682
28.39989995,-0.223729201,-0.237046302,-0.39286077,-1.0915897,-0.615961674,-1.733912323,-1.404670828,-1.242542249,-0.969418212
28.41684423,-0.223715418,-0.22822859,-0.392838103,-1.158203907,-0.67787209,-1.733895502,-1.404560413,-1.234389415,-0.970887864
28.43378852,-0.223704693,-0.222131666,-0.392810213,-1.213320215,-0.732572529,-1.73387144,-1.403657316,-1.225963841,-0.970971989
28.4507328,-0.223697038,-0.219729018,-0.39051567,-1.254475196,-0.777539634,-1.725325711,-1.401970274,-1.217967595,-0.970962296
28.46767708,-0.223692464,-0.21969609,-0.383342683,-1.279205422,-0.810250048,-1.640175968,-1.399715073,-1.211102747,-0.970946488
28.48462137,-0.223691729,-0.219672743,-0.372522642,-1.285509138,-0.828180414,-1.495439308,-1.397107501,-1.206071363,-0.970926375
28.50156565,-0.225142231,-0.219653814,-0.359321299,-1.285503143,-0.830827994,-1.330626462,-1.394363345,-1.203575514,-0.970903764
28.51850993,-0.22898562,-0.219638386,-0.345004407,-1.285490139,-0.83082007,-1.185248159,-1.391698392,-1.203406229,-0.970880463
28.53545422,-0.234659123,-0.219625544,-0.330837717,-1.285471933,-0.83080559,-1.098815129,-1.389328429,-1.203384683,-0.970858279
28.5523985,-0.241599965,-0.219614372,-0.318086983,-1.285450334,-0.830786363,-1.089571759,-1.387469244,-1.20336925,-0.970839019
28.56934278,-0.249245371,-0.219603957,-0.308017958,-1.285427149,-0.830764196,-1.089547704,-1.386336622,-1.20335813,-0.970824492
28.58628707,-0.257032566,-0.219593381,-0.301896393,-1.285404185,-0.830740896,-1.089531007,-1.386081552,-1.203349519,-0.970816504
28.60323135,-0.264398777,-0.21958173,-0.300623174,-1.28538325,-0.830718272,-1.089519625,-1.386053085,-1.203341614,-0.970955956
28.62017563,-0.270781227,-0.219568089,-0.300598833,-1.285366152,-0.83069813,-1.089511518,-1.386027621,-1.203332615,-0.971904994
28.63711992,-0.275617142,-0.219552568,-0.300581347,-1.285354699,-0.830682279,-1.089504645,-1.386005171,-1.203320717,-0.973579235
28.6540642,-0.278343748,-0.219536975,-0.300568892,-1.285388168,-0.830672526,-1.089496964,-1.385985747,-1.20330412,-0.975778271
28.67100848,-0.278740221,-0.219521382,-0.300559645,-1.315231504,-0.831062376,-1.089486434,-1.38596936,-1.203281019,-0.978301698
28.68795277,-0.2787322,-0.219505789,-0.300551781,-1.392634759,-0.838120717,-1.089471014,-1.385956021,-1.203100003,-0.980949109
28.70489705,-0.278717647,-0.219490196,-0.300543478,-1.505745954,-0.852755313,-1.089448662,-1.385945743,-1.202069315,-0.983520097
28.72184133,-0.27869837,-0.219474603,-0.30053291,-1.642713109,-0.873300961,-1.088580665,-1.385938536,-1.200286107,-0.985814256
28.73878562,-0.278676177,-0.219459011,-0.300518255,-1.791684245,-0.898092457,-1.08004498,-1.385934412,-1.197966166,-0.987631181
28.7557299,-0.278652874,-0.219443418,-0.300497689,-1.940807382,-0.925464596,-1.063286518,-1.385961613,-1.195325279,-0.988770464
28.77267418,-0.27863027,-0.219427825,-0.30043786,-2.07823054,-0.953752173,-1.039477675,-1.387210712,-1.192579233,-0.98905976
28.78961847,-0.278610173,-0.219412232,-0.299031624,-2.192101739,-0.981289986,-1.009790853,-1.390029914,-1.189943815,-0.989057612
28.80656275,-0.27859439,-0.219396105,-0.295918706,-2.270569001,-1.00641283,-0.975398449,-1.394030953,-1.187634812,-0.989052491
28.82350703,-0.278584728,-0.219377706,-0.291549072,-2.301780345,-1.0274555,-0.937472863,-1.398825565,-1.185868012,-0.989044356
28.84045132,-0.278713101,-0.219357697,-0.286372686,-1.303565133,-1.042752792,-0.897186493,-1.404025486,-1.184859202,-0.989033163
28.8573956,-0.2808827,-0.21933698,-0.280839513,-1.303535736,-1.050639502,-0.855711739,-1.409242451,-1.184691959,-0.989018867
28.87433988,-0.285289318,-0.21931646,-0.275399517,-1.303516751,-1.05134552,-0.801097633,-1.414088195,-1.18466906,-0.989001427
28.89128417,-0.291370179,-0.21929704,-0.270502663,-1.303505485,-1.051336473,-0.717807673,-1.418174454,-1.184652629,-0.988980799
28.90822845,-0.298562511,-0.219279624,-0.266598915,-1.303499243,-1.051321147,-0.615331451,-1.421112964,-1.184640856,-0.988956939
28.92517273,-0.306303537,-0.219265116,-0.264138238,-1.303495334,-1.051301352,-0.503511793,-1.422515459,-1.184631935,-0.988929804
28.94211702,-0.314030483,-0.21925442,-0.263502872,-1.303491062,-1.051278893,-0.392191523,-1.422578194,-1.184624059,-0.988873537
28.9590613,-0.321180575,-0.21924844,-0.26347796,-1.303483733,-1.05125558,-0.291213466,-1.422568227,-1.184615418,-0.980806377
28.97600558,-0.327191037,-0.219342223,-0.263459992,-1.303470655,-1.051233219,-0.210420445,-1.422552218,-1.184604207,-0.960834153
28.99294987,-0.331499096,-0.22021089,-0.263447161,-1.303449133,-1.051213619,-0.159655286,-1.422531974,-1.184588617,-0.932518061
29.00989415,-0.333541976,-0.221824047,-0.26343766,-1.301582919,-1.051198586,-0.196675192,-1.422509303,-1.18456684,-0.899419296
29.02683843,-0.333631954,-0.22398129,-0.263429681,-1.29029899,-1.051189928,-0.776925673,-1.422486011,-1.184310829,-0.865099055
29.04378272,-0.333628143,-0.226482211,-0.263421417,-1.271077321,-1.05155245,-0.852910282,-1.422463907,-1.180810393,-0.833118532
29.060727,-0.333621276,-0.229126404,-0.263411061,-1.246596607,-1.054837845,-0.856695083,-1.422444798,-1.173879614,-0.807038924
29.07767128,-0.333611348,-0.231713464,-0.263396806,-1.219535545,-1.060948021,-0.859807394,-1.422430492,-1.164491983,-0.790421426
29.09461557,-0.333598353,-0.234042984,-0.263376843,-1.19257283,-1.069158111,-0.862310672,-1.422422796,-1.153620992,-0.786302086
29.11155985,-0.333582284,-0.235914557,-0.263343863,-1.168387158,-1.078743248,-0.864268374,-1.422738584,-1.142240129,-0.786276699
29.12850413,-0.333563135,-0.237127778,-0.262130763,-1.149657225,-1.088978568,-0.865743958,-1.424665217,-1.131322887,-0.78625845
29.14544842,-0.3335409,-0.237491747,-0.259166504,-1.139061727,-1.099139203,-0.866800881,-1.428005946,-1.121842756,-0.786245502
29.1623927,-0.333515572,-0.237488071,-0.254901052,-1.137636096,-1.108500287,-0.867502599,-1.432372506,-1.114773226,-0.786236014
29.17933698,-0.333487145,-0.237479291,-0.24978437,-1.137613467,-1.116336955,-0.867912571,-1.437376634,-1.111087789,-0.786228147
29.19628127,-0.332907135,-0.237466311,-0.244266424,-1.137597894,-1.12192434,-0.868094252,-1.442630064,-1.110758065,-0.786220062
29.21322555,-0.329609026,-0.237450034,-0.238797177,-1.137587317,-1.124537575,-0.868119404,-1.447744533,-1.11073312,-0.786209918
29.23016983,-0.323977591,-0.237431365,-0.233826595,-1.137579675,-1.124640861,-0.868112008,-1.452331775,-1.110712882,-0.786195877
29.24711412,-0.316714897,-0.237411207,-0.229804641,-1.137572905,-1.124637067,-0.86809793,-1.456003525,-1.110696438,-0.7861761
29.2640584,-0.308523014,-0.237390464,-0.227181281,-1.137564946,-1.12463025,-0.868078977,-1.45837152,-1.110682871,-0.786145132
29.28100268,-0.300104009,-0.237370039,-0.226382501,-1.137553738,-1.124620382,-0.868056957,-1.459069149,-1.110671267,-0.785528428
29.29794697,-0.292159952,-0.237350838,-0.226353297,-1.137537218,-1.124607441,-0.868033678,-1.459063661,-1.11066071,-0.784060985
29.31489125,-0.28539291,-0.237333762,-0.226327157,-1.137513326,-1.124591399,-0.868010947,-1.45905105,-1.110650284,-0.78195859
29.33183553,-0.280504952,-0.237318167,-0.226304082,-1.12853713,-1.124572232,-0.867990572,-1.459033122,-1.110639076,-0.77943703
29.34877982,-0.278198147,-0.237302574,-0.226284071,-1.015661363,-1.124549914,-0.867974361,-1.459011685,-1.110626168,-0.776712092
29.3657241,-0.278084122,-0.237286981,-0.226267125,-0.823172208,-1.12452442,-0.86796412,-1.458988547,-1.110610997,-0.773999564
29.38266838,-0.278059929,-0.237271388,-0.226253245,-0.614593335,-1.124495725,-0.86810726,-1.458965515,-1.110595404,-0.771515232
29.39961267,-0.278040292,-0.237255796,-0.226242429,-0.453448417,-1.122966726,-0.872295259,-1.458944397,-1.110579811,-0.769474883
29.41655695,-0.278024301,-0.237240203,-0.226234679,-0.401209977,-1.114412189,-0.881415367,-1.458927001,-1.110564218,-0.768094305
29.43350123,-0.278011045,-0.23722461,-0.226229994,-0.401181572,-1.099987138,-0.894322688,-1.458915134,-1.110548625,-0.767588703
29.45044552,-0.277999616,-0.237209017,-0.226228374,-0.401161594,-1.081611151,-0.909872325,-1.458910603,-1.110533032,-0.767559309
29.4673898,-0.277989103,-0.237193424,-0.229689738,-0.401147978,-1.061203803,-0.926919382,-1.460225814,-1.11051744,-0.767532914
29.48433408,-0.277978595,-0.237177831,-0.239588215,-0.401138656,-1.040684672,-0.944318963,-1.463961292,-1.110501847,-0.76750953
29.50127837,-0.277967182,-0.237162238,-0.254549992,-0.401131564,-1.021973334,-0.96092617,-1.469555452,-1.110486254,-0.767489168
29.51822265,-0.277953955,-0.237146645,-0.273198134,-0.401124635,-1.006989367,-0.975596107,-1.476445518,-1.110470661,-0.767471839
29.53516693,-0.277938597,-0.237131052,-0.294155705,-0.401115804,-0.997652346,-0.987183879,-1.484068717,-1.110454942,-0.767457556
29.55211121,-0.277923004,-0.237115459,-0.316045768,-0.401103004,-0.995494917,-0.994544587,-1.491862274,-1.110437247,-0.767446329
29.5690555,-0.277907411,-0.237099867,-0.337491388,-0.401084171,-0.995470569,-0.996623395,-1.499263413,-1.110417653,-0.76743817
29.58599978,-0.277891818,-0.237084274,-0.357115628,-0.401057237,-0.995453683,-0.996617731,-1.505709361,-1.110397063,-0.767433091
29.60294406,-0.277876225,-0.237068681,-0.373541553,-0.394836493,-0.995442205,-0.996604983,-1.510637343,-1.110376382,-0.767431102
29.61988835,-0.277860633,-0.237053088,-0.385392227,-0.377815928,-0.995434083,-0.996586958,-1.513484583,-1.110356514,-0.768135909
29.63683263,-0.27784504,-0.237037495,-0.391290712,-0.353096576,-0.995427265,-0.996565464,-1.513960038,-1.110338361,-0.7705106
29.65377691,-0.277829447,-0.237021902,-0.391694384,-0.323781699,-0.995419698,-0.996542309,-1.513952397,-1.110322829,-0.774187309
29.6707212,-0.277813854,-0.237006309,-0.39168491,-0.292974557,-0.995409329,-0.9965193,-1.513938132,-1.11031082,-0.778777773
29.68766548,-0.277798261,-0.236990716,-0.391669267,-0.263778412,-0.995394107,-0.996498244,-1.513919051,-1.110303239,-0.783893727
29.70460976,-0.277782399,-0.236975123,-0.391649261,-0.239296525,-0.995371979,-0.996480951,-1.513896962,-1.11030784,-0.789146907
29.72155405,-0.277764388,-0.23695953,-0.391626701,-0.222632158,-0.994225876,-0.996469226,-1.513873672,-1.110897187,-0.794149048
29.73849833,-0.277744603,-0.236943938,-0.391603394,-0.216866627,-0.907363042,-0.996464878,-1.51385099,-1.11229488,-0.798511885
29.75544261,-0.277723947,-0.236928345,-0.391581147,-0.216838143,-0.726925239,-1.005528603,-1.513830721,-1.114300515,-0.801847154
29.7723869,-0.277703324,-0.236912752,-0.391561768,-0.216815057,-0.516436139,-1.031270709,-1.513814675,-1.116713683,-0.80376659
29.78933118,-0.277683639,-0.236897159,-0.391547066,-0.216796426,-0.339419412,-1.071160692,-1.513804659,-1.11933398,-0.804077504
29.80627546,-0.277665794,-0.236881566,-0.391538847,-0.216781307,-0.259398731,-1.122667678,-1.513833578,-1.121960999,-0.804069775
29.82321975,-0.277650693,-0.236865973,-0.394054385,-0.216768759,-0.259039622,-1.183260791,-1.514541668,-1.124394334,-0.804055443
29.84016403,-0.277639241,-0.236850098,-0.413278175,-0.216757839,-0.259017821,-1.250409156,-1.516031523,-1.126433578,-0.804036317
29.85710831,-0.277632341,-0.236832064,-0.449349131,-0.216747603,-0.259002779,-1.321581898,-1.518102738,-1.127878326,-0.804014203
29.8740526,-0.277753353,-0.236812265,-0.499779071,-0.21673711,-0.258992468,-1.394248142,-1.520554907,-1.12852817,-0.80399091
29.89099688,-0.280433398,-0.236791605,-0.562079812,-0.216725416,-0.258984862,-1.465877012,-1.523187623,-1.128542359,-0.803968245
29.90794116,-0.286073045,-0.236770988,-0.63376317,-0.21671158,-0.258977934,-1.533937633,-1.525800481,-1.128531892,-0.803948016
29.92488545,-0.29394743,-0.236751316,-0.712340963,-0.216696009,-0.258969656,-1.59589913,-1.528193073,-1.128515514,-0.80393203
29.94182973,-0.303331686,-0.236733495,-0.795325007,-0.216680416,-0.258958002,-1.649230627,-1.530164994,-1.128495032,-0.803922095
29.95877401,-0.313500947,-0.236718428,-0.88022712,-0.216664823,-0.258940945,-1.69140125,-1.531515837,-1.128472254,-0.804077298
29.9757183,-0.323730346,-0.236707019,-0.964559119,-0.21664923,-0.258916457,-1.719880124,-1.532045197,-1.128448988,-0.807381497
29.99266258,-0.333295018,-0.236700171,-1.045832821,-0.216633637,-0.258270032,-1.732136372,-1.532045141,-1.128427041,-0.814308869
