Time (ms),Current (pA) @ -135mV,Current (pA) @ -125mV,Current (pA) @ -115mV,Current (pA) @ -105mV,Current (pA) @ -95mV,Current (pA) @ -85mV,Current (pA) @ -75mV,Current (pA) @ -65mV,Current (pA) @ -55mV
161.2939138,-0.267117664,-0.24475454,-0.282206717,-0.114209173,-1.553867336,-1.807512347,-0.840661712,-1.302076501,-0.848714155
161.3108581,-0.267102071,-0.244738362,-0.292834181,-0.11419358,-1.542881869,-1.793166455,-0.840649817,-1.302057159,-0.848698397
161.3278023,-0.267086479,-0.244719119,-0.301108448,-0.114177987,-1.537230239,-1.779852888,-0.8406324,-1.302043369,-0.848676415
161.3447466,-0.267070886,-0.244696812,-0.30615412,-0.114162394,-1.536785792,-1.768837399,-0.840611269,-1.302033315,-0.848441248
161.3616909,-0.267055293,-0.244671439,-0.307296339,-0.114146802,-1.53676428,-1.761385741,-0.840588233,-1.302025185,-0.845768673
161.3786352,-0.2670397,-0.244643002,-0.307291821,-0.114131209,-1.536749331,-1.758758689,-0.840565099,-1.302017165,-0.840603872
161.3955795,-0.267024107,-0.244221782,-0.307282338,-0.114115616,-1.536738963,-1.758730423,-0.840543673,-1.30200744,-0.833648914
161.4125238,-0.267008514,-0.242019155,-0.307268794,-0.114100023,-1.536731194,-1.758707441,-0.840525765,-1.301994197,-0.825605866
161.429468,-0.266992921,-0.238305242,-0.307252092,-0.11408443,-1.536724043,-1.758688821,-0.840513181,-1.301975622,-0.817176798
161.4464123,-0.266977328,-0.233530007,-0.307233136,-0.114068837,-1.536715528,-1.758673645,-0.840507729,-1.301949902,-0.809063778
161.4633566,-0.266961735,-0.228143416,-0.307212829,-0.114052349,-1.536703668,-1.758660992,-0.845345175,-1.30114345,-0.801968874
161.4803009,-0.266946142,-0.222595432,-0.307192076,-0.11403358,-1.536686481,-1.758649942,-0.861929648,-1.29851291,-0.796594155
161.4972452,-0.26693055,-0.217336019,-0.307171781,-0.114013369,-1.536661985,-1.758639575,-0.888229656,-1.294485767,-0.793641688
161.5141895,-0.266914957,-0.212815144,-0.307152846,-0.113992621,-1.526909469,-1.758628971,-0.922075107,-1.289511987,-0.793274093
161.5311337,-0.266899364,-0.209482769,-0.307136157,-0.113972238,-1.456272523,-1.758617209,-0.961295911,-1.284041534,-0.793248742
161.548078,-0.266883771,-0.20778886,-0.307120564,-0.113953124,-1.340167757,-1.758603371,-1.003721979,-1.278524372,-0.793228154
161.5650223,-0.266868178,-0.207647179,-0.307104971,-0.113936184,-1.205915074,-1.758587805,-1.047183219,-1.273410466,-0.793211417
161.5819666,-0.266852585,-0.207625573,-0.307089378,-0.113922321,-1.080834379,-1.758572213,-1.089509541,-1.26914978,-0.793197622
161.5989109,-0.266836992,-0.207610161,-0.307073785,-0.113912439,-0.992245574,-1.75855662,-1.128530855,-1.266192279,-0.793185859
161.6158552,-0.266821399,-0.207599118,-0.307058192,-0.113907441,-0.965989492,-1.758541027,-1.162077071,-1.264987928,-0.793175218
161.6327994,-0.266805806,-0.207590613,-0.307042599,-0.114282665,-0.965962568,-1.758525434,-1.187978098,-1.264955638,-0.793164789
161.6497437,-0.266790213,-0.207582819,-0.307027007,-0.116292297,-0.965944043,-1.758509841,-1.204063846,-1.264935661,-0.793153661
161.666688,-0.266774621,-0.207573907,-0.307011414,-0.119695861,-0.965931736,-1.758494248,-1.20840806,-1.264921367,-0.793140924
161.6836323,-0.266759028,-0.207562049,-0.306995821,-0.124105092,-0.965923466,-1.758478655,-1.208402241,-1.264910959,-0.793125895
161.7005766,-0.266743435,-0.207545416,-0.306980228,-0.129131726,-0.965917054,-1.758463062,-1.208389373,-1.264902642,-0.793110302
161.7175209,-0.266727842,-0.207522181,-0.306965849,-0.134387498,-0.965910319,-1.758447469,-1.208371263,-1.264894619,-0.793094709
161.7344651,-0.266712249,-0.206576738,-0.306953653,-0.139484144,-0.965901081,-1.758431192,-1.20834972,-1.264885095,-0.793079116
161.7514094,-0.266696656,-0.199924995,-0.30694275,-0.144033398,-0.96588716,-1.758412626,-1.20832655,-1.264872274,-0.793063524
161.7683537,-0.26668112,-0.188203207,-0.306932251,-0.147646997,-0.965866375,-1.758392523,-1.208303562,-1.264854358,-0.793047931
161.785298,-0.266667378,-0.172991886,-0.306921261,-0.149936676,-0.965829414,-1.758371788,-1.208282562,-1.264829554,-0.793032338
161.8022423,-0.266655596,-0.155871543,-0.30690889,-0.150554227,-0.892872175,-1.758351325,-1.20826536,-1.26450175,-0.793016745
161.8191866,-0.266644881,-0.138422691,-0.306894244,-0.150552064,-0.719480011,-1.758332037,-1.208253761,-1.263285159,-0.793001152
161.8361308,-0.266634341,-0.122225842,-0.306876431,-0.15054681,-0.509176594,-1.758314828,-1.208250057,-1.261364008,-0.792985559
161.8530751,-0.266623084,-0.108861508,-0.306854559,-0.150538478,-0.325485595,-1.758300603,-1.210919566,-1.258954085,-0.792969966
161.8700194,-0.266610218,-0.099910201,-0.306827735,-0.150527078,-0.231930686,-1.758290265,-1.218104956,-1.256271175,-0.792954373
161.8869637,-0.266594849,-0.096928754,-0.306494869,-0.150512623,-0.229534281,-1.758284717,-1.228791062,-1.253531066,-0.79293878
161.903908,-0.266576086,-0.096899062,-0.305273004,-0.150495123,-0.229511671,-1.758417714,-1.241962723,-1.250949546,-0.792923187
161.9208523,-0.266553037,-0.096872555,-0.303347981,-0.15047459,-0.229496056,-1.759355902,-1.256604774,-1.248742402,-0.792907595
161.9377965,-0.266524572,-0.096849211,-0.300935586,-0.150451036,-0.229485399,-1.761021923,-1.271702053,-1.247125419,-0.792892002
161.9547408,-0.265966947,-0.096829009,-0.298251609,-0.150424471,-0.22947766,-1.763215371,-1.286239396,-1.246314387,-0.792876409
161.9716851,-0.264545375,-0.096811929,-0.295511834,-0.150394608,-0.2294708,-1.765735838,-1.299201641,-1.246240942,-0.792860816
161.9886294,-0.262475643,-0.096797949,-0.29293205,-0.149834458,-0.229462782,-1.768382919,-1.309573624,-1.246219598,-0.792845223
162.0055737,-0.259973539,-0.096787049,-0.290728043,-0.148410921,-0.229451567,-1.770956208,-1.316340183,-1.2462043,-0.79282963
162.022518,-0.25725485,-0.096779208,-0.289115602,-0.146339787,-0.229435115,-1.773255298,-1.318508659,-1.246193251,-0.792814037
162.0394622,-0.254535362,-0.096774405,-0.288310512,-0.14383684,-0.229411389,-1.775079783,-1.318503624,-1.246184656,-0.792798444
162.0564065,-0.252030864,-0.09677262,-0.288239067,-0.141117869,-0.228418018,-1.776229258,-1.318491364,-1.246176719,-0.792782851
162.0733508,-0.249957141,-0.097553794,-0.288217768,-0.13839866,-0.223639901,-1.776528191,-1.318473686,-1.246167643,-0.792767258
162.0902951,-0.248529981,-0.099997986,-0.288202503,-0.135895001,-0.215763009,-1.776524056,-1.318452398,-1.246155633,-0.792751666
162.1072394,-0.247965171,-0.10372605,-0.288191477,-0.133822679,-0.205760832,-1.776514893,-1.318429307,-1.246138893,-0.792736073
162.1241837,-0.247936467,-0.108349723,-0.288182892,-0.132397481,-0.194606862,-1.776501604,-1.318406222,-1.246115626,-0.79272048
162.1411279,-0.247913383,-0.113480739,-0.288174953,-0.131835194,-0.183274588,-1.776485094,-1.318384949,-1.24577625,-0.792704887
162.1580722,-0.247894592,-0.118730835,-0.288165864,-0.131807879,-0.172737503,-1.776466267,-1.318367296,-1.243692124,-0.792689294
162.1750165,-0.247879202,-0.123711746,-0.288153829,-0.131788262,-0.163969095,-1.776446026,-1.318355071,-1.240066269,-0.792673701
162.1919608,-0.24786632,-0.128035207,-0.288137052,-0.131774199,-0.157942857,-1.776425275,-1.318350082,-1.235348649,-0.792658108
162.2089051,-0.247855054,-0.131312954,-0.288113737,-0.131763908,-0.155632279,-1.776404918,-1.320219485,-1.229989228,-0.792643545
162.2258494,-0.247844512,-0.133156722,-0.287766936,-0.131755603,-0.155604067,-1.776385858,-1.325996922,-1.224437972,-0.792631257
162.2427936,-0.247833802,-0.133418851,-0.285671341,-0.131747499,-0.15558436,-1.776368997,-1.334823856,-1.219144844,-0.79262037
162.2597379,-0.247822031,-0.133410773,-0.282036939,-0.131737812,-0.155570335,-1.776353405,-1.345824889,-1.214559809,-0.792609972
162.2766822,-0.247808307,-0.133396177,-0.277313696,-0.131724758,-0.155560166,-1.776337812,-1.358124625,-1.211132831,-0.792599154
162.2936265,-0.247792775,-0.133376871,-0.271951577,-0.131706551,-0.155552027,-1.776322219,-1.370847665,-1.209313876,-0.792587006
162.3105708,-0.247777182,-0.133354662,-0.266400545,-0.131681408,-0.155544095,-1.776306626,-1.383118611,-1.209120127,-0.792572617
162.3275151,-0.24776159,-0.133331358,-0.261110566,-0.131322106,-0.155534542,-1.776291033,-1.394062065,-1.20909797,-0.792555078
162.3444593,-0.247745997,-0.133308767,-0.256531603,-0.13007296,-0.155521544,-1.77627544,-1.402802631,-1.209082095,-0.792533478
162.3614036,-0.247730404,-0.133288695,-0.253113622,-0.128127947,-0.155503276,-1.776259847,-1.40846491,-1.209070694,-0.792506907
162.3783479,-0.247714811,-0.133272952,-0.251306586,-0.125702854,-0.155477911,-1.776244254,-1.410206189,-1.209061961,-0.791719579
162.3952922,-0.247699218,-0.133263344,-0.251118246,-0.123013468,-0.154392893,-1.776228661,-1.410204276,-1.209054088,-0.788149705
162.4122365,-0.247683625,-0.133354772,-0.251096136,-0.120275577,-0.150499094,-1.776213068,-1.410199271,-1.209045267,-0.782318548
162.4291808,-0.247668032,-0.134845357,-0.251080295,-0.117704968,-0.14443257,-1.776196414,-1.410191187,-1.209033692,-0.774928178
162.446125,-0.247652439,-0.137852073,-0.251068918,-0.115517427,-0.136895388,-1.776177508,-1.410180034,-1.209017554,-0.766680663
162.4630693,-0.247637398,-0.141986657,-0.251060196,-0.113928742,-0.128589619,-1.776157226,-1.410165824,-1.208995046,-0.75827807
162.4800136,-0.247624604,-0.146860843,-0.251052323,-0.113154699,-0.120217329,-1.776136474,-1.410148569,-1.208758218,-0.750422469
162.4969579,-0.247613387,-0.152086368,-0.25104349,-0.113092165,-0.112480587,-1.776116154,-1.410128281,-1.206850924,-0.743815928
162.5139022,-0.247602857,-0.157274965,-0.251031891,-0.113068012,-0.106081463,-1.77609717,-1.41010497,-1.203357423,-0.739160515
162.5308465,-0.247592119,-0.162038372,-0.251015717,-0.113048348,-0.101722023,-1.776080427,-1.410078648,-1.198727679,-0.737158299
162.5477907,-0.247580283,-0.165988322,-0.250993162,-0.113032283,-0.100104288,-1.776066828,-1.410049327,-1.193411658,-0.737103329
162.564735,-0.247566455,-0.168736553,-0.250750197,-0.113018923,-0.100074563,-1.776057276,-1.409566449,-1.187859323,-0.737076314
162.5816793,-0.247549744,-0.169894799,-0.248831144,-0.113007377,-0.100047939,-1.776052677,-1.408204547,-1.182520639,-0.737052396
162.5986236,-0.247529257,-0.169906226,-0.245328807,-0.112996752,-0.100024411,-1.776520563,-1.406177643,-1.177845571,-0.737031568
162.6155679,-0.247504101,-0.169898649,-0.240693152,-0.112986156,-0.100003972,-1.778646765,-1.403701523,-1.174284083,-0.737013823
162.6325122,-0.247368059,-0.169886644,-0.235374143,-0.112974696,-0.099986616,-1.782138138,-1.400991975,-1.17228614,-0.736999155
162.6494564,-0.246414432,-0.169871114,-0.229821744,-0.112961481,-0.099972336,-1.786606417,-1.398264785,-1.171999129,-0.736987558
162.6664007,-0.24468917,-0.169852964,-0.22448592,-0.112946148,-0.099961126,-1.791663339,-1.395735742,-1.171973651,-0.736979026
162.683345,-0.242408061,-0.169833096,-0.219816635,-0.112930555,-0.099952979,-1.796920639,-1.393620631,-1.171952935,-0.736973552
162.7002893,-0.239786892,-0.169812416,-0.216263854,-0.112914963,-0.099947891,-1.801990052,-1.392135241,-1.171936079,-0.73697113
162.7172336,-0.237041451,-0.169791825,-0.214277542,-0.11289937,-0.099945853,-1.806483314,-1.391495357,-1.171922177,-0.73745119
162.7341779,-0.234387523,-0.16977223,-0.213997234,-0.112883777,-0.103142989,-1.810012159,-1.391461694,-1.171910328,-0.739591561
162.7511221,-0.232040897,-0.169754533,-0.213971789,-0.112868184,-0.114534652,-1.812188324,-1.391441593,-1.171899626,-0.74309357
162.7680664,-0.230217359,-0.169738814,-0.213951101,-0.112852591,-0.132595523,-1.81269934,-1.391427208,-1.171889169,-0.747568955
162.7850107,-0.229132697,-0.169723221,-0.213934267,-0.112836998,-0.155660399,-1.812692855,-1.391416744,-1.171878052,-0.752629449
162.801955,-0.22891417,-0.169707628,-0.213920382,-0.112821405,-0.182064074,-1.812679475,-1.391408404,-1.171865372,-0.75788679
162.8188993,-0.228885875,-0.169692035,-0.213908543,-0.112805812,-0.210141345,-1.812661005,-1.391400392,-1.171850406,-0.762952712
162.8358436,-0.228860582,-0.169676442,-0.213897845,-0.112790454,-0.238227007,-1.812639254,-1.391390913,-1.171834813,-0.76743895
162.8527878,-0.228838305,-0.169660849,-0.213887387,-0.112777191,-0.264655857,-1.81261603,-1.39137817,-1.17181922,-0.77095724
162.8697321,-0.228819053,-0.169645256,-0.213876263,-0.112765702,-0.287762689,-1.81259314,-1.391360368,-1.171803628,-0.773119318
162.8866764,-0.22880284,-0.169629663,-0.21386357,-0.112755097,-0.305882301,-1.812572391,-1.39133571,-1.171788035,-0.773617917
162.9036207,-0.228789675,-0.16961407,-0.213848592,-0.112744482,-0.317349487,-1.812555592,-1.390755197,-1.171772442,-0.773611362
162.920565,-0.228779572,-0.169598477,-0.213832999,-0.112732965,-0.320622585,-1.81254455,-1.388354763,-1.171756849,-0.773597926
162.9375093,-0.22877254,-0.16958247,-0.213817406,-0.112719655,-0.320616995,-1.812550623,-1.384495086,-1.171741256,-0.773579419
162.9544535,-0.228768593,-0.169564227,-0.213801813,-0.112703658,-0.320604304,-1.813674586,-1.37962613,-1.171725663,-0.773557647
162.9713978,-0.228793432,-0.169544306,-0.213786221,-0.112684082,-0.320586319,-1.816395979,-1.37419786,-1.17171007,-0.773534417
162.9883421,-0.229480722,-0.16952361,-0.213770628,-0.112660036,-0.320564849,-1.820326537,-1.368660241,-1.171694477,-0.773511538
163.0052864,-0.230954491,-0.169503044,-0.213755035,-0.112603096,-0.320541701,-1.825077996,-1.363463236,-1.171678884,-0.773490818
163.0222307,-0.233014335,-0.169483512,-0.213739442,-0.111849193,-0.320518682,-1.830262092,-1.35905681,-1.171663291,-0.773474063
163.039175,-0.235459845,-0.169465916,-0.213723849,-0.110275948,-0.320497601,-1.835490559,-1.355890928,-1.171647699,-0.773463081
163.0561192,-0.238090616,-0.169451161,-0.213708256,-0.108099149,-0.320480264,-1.840375134,-1.354415555,-1.171632106,-0.773471086
163.0730635,-0.240706241,-0.169440151,-0.213692706,-0.105534582,-0.320468479,-1.844527551,-1.35433982,-1.171616513,-0.77461133
163.0900078,-0.243106316,-0.169433789,-0.213678905,-0.102798035,-0.320464055,-1.847559546,-1.354315777,-1.17160092,-0.777345473
163.1069521,-0.245090432,-0.169498018,-0.213667085,-0.100105295,-0.330086988,-1.849082855,-1.354296241,-1.171585327,-0.781285249
163.1238964,-0.246458184,-0.170303385,-0.213656354,-0.097672149,-0.357934289,-1.84918763,-1.35428031,-1.171569734,-0.786042394
163.1408407,-0.247009167,-0.17186813,-0.213645821,-0.095714385,-0.401528033,-1.849184129,-1.354267079,-1.171554141,-0.791228643
163.1577849,-0.247008273,-0.173991847,-0.213634593,-0.094447788,-0.458387825,-1.849177614,-1.354255645,-1.171538548,-0.796455732
163.1747292,-0.246997074,-0.176474129,-0.213621777,-0.094070756,-0.526033273,-1.849168056,-1.354245104,-1.171522955,-0.801335396
163.1916735,-0.24698016,-0.17911457,-0.213606481,-0.094041798,-0.60198398,-1.849155423,-1.354234552,-1.171507362,-0.805479371
163.2086178,-0.24695934,-0.181712764,-0.213587813,-0.094015841,-0.683759552,-1.849139688,-1.354223085,-1.17149177,-0.808499392
163.2255621,-0.246936421,-0.184068305,-0.213564881,-0.093992895,-0.768879597,-1.849120819,-1.354209801,-1.171476177,-0.810007194
163.2425064,-0.24691321,-0.185980786,-0.213536792,-0.093972974,-0.854863718,-1.849098787,-1.354194421,-1.171460584,-0.810106194
163.2594506,-0.246891517,-0.187249802,-0.2130033,-0.093956088,-0.939231522,-1.849073563,-1.354178828,-1.171444991,-0.810102589
163.2763949,-0.246873147,-0.187676873,-0.211600524,-0.093942248,-1.019502615,-1.849045116,-1.354163235,-1.171429398,-0.81009593
163.2933392,-0.246859908,-0.187672072,-0.209544242,-0.093931467,-1.093196602,-1.84775362,-1.354147642,-1.171413805,-0.810086209
163.3102835,-0.246853609,-0.187659993,-0.207050242,-0.093923755,-1.157833089,-1.838481065,-1.354132049,-1.171398212,-0.810073422
163.3272278,-0.248126921,-0.187642446,-0.204334312,-0.093919125,-1.210931681,-1.822152013,-1.354116456,-1.171382619,-0.810057562
163.3441721,-0.25332103,-0.187621236,-0.201612237,-0.093917612,-1.250011985,-1.801051383,-1.354100863,-1.171366089,-0.810038622
163.3611163,-0.261708119,-0.187598172,-0.199099806,-0.095318805,-1.272593605,-1.777464095,-1.35408527,-1.171347284,-0.810016596
163.3780606,-0.272412789,-0.187575061,-0.197012806,-0.099123242,-1.277258943,-1.753675068,-1.354069678,-1.171327054,-0.809991478
163.3950049,-0.284559644,-0.187553711,-0.195567022,-0.10476815,-1.277252095,-1.731969222,-1.354054085,-1.171306304,-0.809963261
163.4119492,-0.297273284,-0.187535929,-0.194978244,-0.111690753,-1.277238436,-1.714631477,-1.3540382,-1.171285937,-0.809502834
163.4288935,-0.309678313,-0.187523524,-0.194947069,-0.119328276,-1.277219773,-1.703946753,-1.354020149,-1.171266857,-0.806388299
163.4458378,-0.320899332,-0.187518302,-0.194920416,-0.127117945,-1.277197913,-1.701637537,-1.35400034,-1.171249967,-0.800892846
163.462782,-0.330060944,-0.187900905,-0.194896773,-0.134496985,-1.277174664,-1.701612907,-1.353979677,-1.171236173,-0.793718546
163.4797263,-0.336287751,-0.189131171,-0.19487615,-0.140902621,-1.277151834,-1.701595267,-1.353959063,-1.171226377,-0.785567466
163.4966706,-0.338704356,-0.191015273,-0.19485856,-0.14577208,-1.27713123,-1.701582766,-1.353939403,-1.171221483,-0.777141675
163.5136149,-0.338705574,-0.193352805,-0.194844015,-0.148542585,-1.277114659,-1.701573557,-1.353921599,-1.171424451,-0.769143241
163.5305592,-0.338694194,-0.19594336,-0.194832524,-0.148966901,-1.277103931,-1.701565789,-1.353906557,-1.172463339,-0.762274233
163.5475035,-0.33867715,-0.198586531,-0.194824101,-0.148959017,-1.277294262,-1.701557615,-1.353895179,-1.174205318,-0.757236719
163.5644477,-0.338656248,-0.201081914,-0.194818757,-0.148944568,-1.288693682,-1.701547185,-1.353888369,-1.176449982,-0.754732767
163.581392,-0.338633297,-0.203229101,-0.194816502,-0.148925361,-1.315869523,-1.70153265,-1.35408836,-1.178996924,-0.754559325
163.5983363,-0.338610105,-0.204827687,-0.19591515,-0.148903205,-1.356298426,-1.701512162,-1.358023427,-1.181645739,-0.754531783
163.6152806,-0.338588477,-0.205677265,-0.200220868,-0.148879907,-1.407457035,-1.701431777,-1.366211759,-1.184196019,-0.754507337
163.6322249,-0.338570224,-0.205761031,-0.20711019,-0.148857274,-1.466821993,-1.698586968,-1.377638196,-1.18644736,-0.754485983
163.6491692,-0.338557151,-0.205752172,-0.21585825,-0.148837114,-1.531869944,-1.692152132,-1.391287572,-1.188199353,-0.754467713
163.6661134,-0.338551066,-0.205736988,-0.225740181,-0.148821235,-1.60007753,-1.68310076,-1.406144726,-1.189251595,-0.754452521
163.6830577,-0.338848226,-0.205717286,-0.236031118,-0.148811444,-1.668921395,-1.672406343,-1.421194493,-1.189464885,-0.754440402
163.700002,-0.339995931,-0.205694875,-0.246006194,-0.148887639,-1.735878182,-1.661042371,-1.435421712,-1.189457858,-0.754431347
163.7169463,-0.341819104,-0.205671561,-0.254940543,-0.150333502,-1.798424535,-1.649982334,-1.447811218,-1.189444061,-0.754425353
163.7338906,-0.34411734,-0.205649152,-0.262109299,-0.15330562,-1.854037096,-1.640199724,-1.457347848,-1.189425302,-0.754422411
163.7508349,-0.346690231,-0.205629456,-0.266787596,-0.157415728,-1.90019251,-1.632668031,-1.46301644,-1.189403389,-0.754564437
163.7677791,-0.349337372,-0.20561428,-0.268269576,-0.16227556,-1.934367418,-1.628360746,-1.464145379,-1.189380129,-0.75551652
163.7847234,-0.351858356,-0.205605433,-0.268264468,-0.167496854,-1.954038464,-1.627703637,-1.464138301,-1.18935733,-0.757193065
163.8016677,-0.354052778,-0.205926303,-0.268252151,-0.172691344,-1.957851125,-1.62767531,-1.464124466,-1.1893368,-0.759393667
163.818612,-0.35572023,-0.209127945,-0.268234433,-0.177470765,-1.957844028,-1.62765011,-1.464105681,-1.189320345,-0.76191792
163.8355563,-0.356660307,-0.215173359,-0.26821312,-0.181446854,-1.957830178,-1.627628025,-1.464083754,-1.189309775,-0.764565417
163.8525006,-0.356794807,-0.223337679,-0.268190022,-0.184231345,-1.957811382,-1.627609043,-1.464060491,-1.189348141,-0.767135752
163.8694448,-0.356791803,-0.232896037,-0.268166944,-0.185435974,-1.957789449,-1.627593152,-1.464037701,-1.191181589,-0.769428518
163.8863891,-0.356785734,-0.243123569,-0.268145696,-0.18545533,-1.957766185,-1.627580342,-1.464017191,-1.195326086,-0.771243311
163.9033334,-0.356776599,-0.253295408,-0.268128084,-0.18545117,-1.957743399,-1.6275706,-1.464000769,-1.201218857,-0.772379723
163.9202777,-0.356764399,-0.262686687,-0.268115917,-0.185443944,-1.957722897,-1.627563916,-1.463990243,-1.208297127,-0.772666145
163.937222,-0.356749134,-0.270572541,-0.268111001,-0.185433654,-1.957706489,-1.627560278,-1.464017696,-1.215998121,-0.772659946
163.9541663,-0.356730805,-0.276228103,-0.268924951,-0.185420298,-1.95769598,-1.627805272,-1.465277883,-1.223759065,-0.772646785
163.9711105,-0.35670941,-0.278928507,-0.271397761,-0.185403877,-1.957738988,-1.631876037,-1.46810573,-1.231017184,-0.77262847
163.9880548,-0.356684951,-0.279054716,-0.275146907,-0.185384392,-1.959595997,-1.640171044,-1.472112973,-1.237209704,-0.772606807
164.0049991,-0.356657427,-0.279044778,-0.279784124,-0.185361841,-1.963758934,-1.651675131,-1.476911348,-1.241773849,-0.772583604
164.0219434,-0.356524795,-0.279028791,-0.284921147,-0.185336226,-1.969665025,-1.665373135,-1.482112589,-1.244146846,-0.77256067
164.0388877,-0.354859406,-0.27900856,-0.290169713,-0.185307547,-1.976751496,-1.680249893,-1.487328432,-1.244356434,-0.772539812
164.055832,-0.351548677,-0.278985895,-0.295141557,-0.184779885,-1.984455572,-1.69529024,-1.492170613,-1.244353097,-0.772522837
164.0727762,-0.347042573,-0.278962602,-0.299448413,-0.182441171,-1.992214479,-1.709479015,-1.496250867,-1.244346747,-0.772511553
164.0897205,-0.341791059,-0.278940489,-0.302702019,-0.178626804,-1.999465441,-1.721801054,-1.49918093,-1.244337356,-0.772509676
164.1066648,-0.336244099,-0.278921364,-0.304514108,-0.17378675,-2.005645684,-1.731241194,-1.500572537,-1.244324892,-0.773048943
164.1236091,-0.330851657,-0.278907034,-0.304757863,-0.168370971,-2.010192433,-1.736784272,-1.500633702,-1.244309327,-0.774407537
164.1405534,-0.326063699,-0.278899308,-0.304754762,-0.162829434,-2.012542914,-1.737818021,-1.500629909,-1.24429063,-0.776385051
164.1574977,-0.322330187,-0.279210618,-0.304748575,-0.157612102,-2.012742666,-1.737810725,-1.500623069,-1.244268772,-0.778781081
164.1744419,-0.320101088,-0.281130642,-0.304739313,-0.15316894,-2.012739208,-1.737796723,-1.500613171,-1.244243723,-0.781395218
164.1913862,-0.319660709,-0.284466357,-0.304726986,-0.149949912,-2.012732684,-1.737777823,-1.500600205,-1.244215453,-0.784027058
164.2083305,-0.31963682,-0.288829498,-0.304711607,-0.148404984,-2.012723095,-1.737755832,-1.500584157,-1.243180662,-0.786476194
164.2252748,-0.319619607,-0.293831801,-0.304693187,-0.148310477,-2.012710441,-1.737732558,-1.500565017,-1.234359692,-0.78854222
164.2422191,-0.319607273,-0.299085001,-0.304671738,-0.148283149,-2.012694722,-1.737709808,-1.500542773,-1.218357326,-0.790024729
164.2591634,-0.319598022,-0.304200835,-0.304647271,-0.148258886,-2.012675938,-1.73768939,-1.500517414,-1.197458484,-0.790723316
164.2761076,-0.319590059,-0.308791036,-0.304619798,-0.148237687,-2.012654089,-1.737673112,-1.500488928,-1.173948085,-0.790750352
164.2930519,-0.319581587,-0.312467341,-0.304532952,-0.148219553,-2.012629175,-1.737662781,-1.499707216,-1.15011105,-0.790743372
164.3099962,-0.31957081,-0.314841485,-0.303688522,-0.148204484,-2.012601197,-1.737701146,-1.495212223,-1.128232299,-0.790731855
164.3269405,-0.319555932,-0.315545651,-0.302046063,-0.14819248,-2.012347448,-1.739011544,-1.487542392,-1.11059675,-0.790716703
164.3438848,-0.319535158,-0.315540196,-0.299821362,-0.148183541,-2.010409765,-1.741878502,-1.477671214,-1.099489324,-0.790698822
164.3608291,-0.319484012,-0.31552761,-0.297230206,-0.148177668,-2.006893441,-1.745913756,-1.466572178,-1.096807821,-0.790679114
164.3777733,-0.31874951,-0.315509701,-0.294488382,-0.14817486,-2.00224844,-1.75072904,-1.455218777,-1.096782788,-0.790658484
164.3947176,-0.317191163,-0.315488275,-0.291811677,-0.148810128,-1.996924726,-1.75593609,-1.444584499,-1.096764874,-0.790637834
164.4116619,-0.315024757,-0.31546514,-0.289415879,-0.152547343,-1.991372264,-1.761146642,-1.435642837,-1.096752216,-0.79061807
164.4286062,-0.312466079,-0.315442104,-0.287516774,-0.159004869,-1.986041019,-1.765972431,-1.42936728,-1.096742952,-0.790600095
164.4455505,-0.309730917,-0.315420974,-0.28633015,-0.16745784,-1.981380955,-1.770025193,-1.42673132,-1.09673522,-0.790584253
164.4624948,-0.307035058,-0.315403559,-0.286029641,-0.177181389,-1.977842036,-1.772916662,-1.426680662,-1.096727155,-0.79056866
164.479439,-0.304594288,-0.315391665,-0.28600305,-0.187450652,-1.975874228,-1.774258575,-1.426660367,-1.096716896,-0.790553067
164.4963833,-0.302624395,-0.315387101,-0.285981372,-0.19754076,-1.975604907,-1.774306423,-1.426645871,-1.09670258,-0.790537474
164.5133276,-0.301341167,-0.315839915,-0.285963715,-0.206726849,-1.975582896,-1.774302736,-1.426635365,-1.096682344,-0.790521881
164.5302719,-0.300946924,-0.317130285,-0.285949185,-0.214284052,-1.975567788,-1.774296092,-1.426627041,-1.096614358,-0.790506288
164.5472162,-0.300921445,-0.319058344,-0.285936892,-0.219487502,-1.975557522,-1.774286425,-1.426619092,-1.091691245,-0.790490695
164.5641605,-0.300902979,-0.321423685,-0.285925942,-0.221612335,-1.975550037,-1.774273666,-1.426609711,-1.079943666,-0.790475102
164.5811047,-0.300889742,-0.324025903,-0.285915443,-0.221624211,-1.97554327,-1.774257749,-1.42659709,-1.063291197,-0.790459509
164.598049,-0.300879948,-0.32666459,-0.285904504,-0.221613115,-1.975535162,-1.774238606,-1.42657942,-1.043653415,-0.790443917
164.6149933,-0.300871813,-0.329139341,-0.285892231,-0.221596277,-1.975523649,-1.774216171,-1.426554896,-1.022949898,-0.790428575
164.6319376,-0.300863553,-0.331249749,-0.285877748,-0.221575504,-1.975506672,-1.774190375,-1.426251535,-1.003100221,-0.790415367
164.6488819,-0.300853383,-0.332795409,-0.285862155,-0.221552604,-1.975482169,-1.774161153,-1.425061587,-0.986023962,-0.790403947
164.6658262,-0.300839518,-0.333575914,-0.285846563,-0.221529384,-1.962180485,-1.769537148,-1.423160032,-0.973640698,-0.79039341
164.6827704,-0.300820174,-0.333630086,-0.28583097,-0.221507653,-1.811157439,-1.744535877,-1.420762659,-0.967870005,-0.790382854
